Name,Price,Age,TXNS,Volume,Makers,5m,1h,6h,24h,Liquidity,MCAP
DADDY/SOL DADDY TATE,$0.05957,6mo,"1,537","1,537","1,537",0.52%,-1.40%,0.08%,-0.41%,$2.4M,$35.7M
BUBBLE/WETH Bubble,$0.003299,7mo,27,27,27,0%,0.74%,0.16%,-1.01%,$497K,$4.9M
Adrian/SOL AdrianDittmann,$0.0004437,6d,"3,088","3,088","3,088",-5.26%,-10.75%,-8.60%,42.84%,$103K,$443K
SENSUS/SOL Sensus,$0.004504,1mo,"1,003","1,003","1,003",0.15%,-6.74%,-11.92%,-2.39%,$371K,$4.2M
PANDORA/WETH Pandora,"$1,814.12",11mo,21,21,21,0%,0.56%,0.23%,-1.78%,$7.9M,$15.8M
ANZ/WETH Anzen Token,$0.01402,1mo,802,802,802,1.01%,1.17%,2.29%,-14.89%,$265K,$12.5M
MAFIA/WBNB MAFIA,$0.0003599,7mo,69,69,69,0%,0%,-2.12%,-13.08%,$69K,$359K
BabyHippo/WBNB BABY HIPPO,$0.0121514,2mo,45,45,45,0%,0.52%,-1.61%,-4.65%,$63K,$61K
AROK/SOL AROK.VC,$0.02336,1mo,"1,960","1,960","1,960",-0.59%,9.33%,12.01%,0.75%,$500K,$23.3M
H1DR4/VIRTUAL H1DR4 by Virtuals,$0.006743,9d,"1,274","1,274","1,274",-0.16%,-6.70%,1.12%,-26.67%,$813K,$6.7M
BASKT/SOL Baskt.fun,$0.005481,1mo,"2,467","2,467","2,467",0%,5.92%,11.16%,-12.98%,$387K,$5.2M
PLEDGE/WETH PLEDGE,$0.001490,27d,7,7,7,0%,0.50%,0.50%,-1.21%,$158K,$1.4M
SB/SOL Solbank,$66.60,9mo,"1,358","1,358","1,358",-0.12%,0.64%,5.82%,-8.01%,$339K,$7.5M
OPXL/SOL OPX LIVE,$0.005608,1mo,"1,828","1,828","1,828",-0.76%,-0.87%,0.47%,-22.82%,$384K,$5.6M
WMM/SOL Weird Medieval Memes,$0.004042,2mo,"2,301","2,301","2,301",0.04%,2.05%,6.47%,-9.22%,$597K,$4.0M
GIKO/SOL Giko Cat,$3.07,8mo,"1,528","1,528","1,528",0.66%,-1.16%,-8.52%,-5.23%,$1.1M,$30.7M
HARAMBE/SOL HARAMBE,$0.01900,11mo,"1,137","1,137","1,137",-0.29%,-0.48%,-3.58%,-4.01%,$1.8M,$18.9M
BREAK/SOL BreakBot,$0.0008979,7d,"2,817","2,817","2,817",-4.27%,4.04%,12.66%,-4.20%,$161K,$897K
OPK/SOL Obi PNut Kenobi,$0.004002,2mo,"1,111","1,111","1,111",-0.89%,-0.28%,13.91%,27.46%,$554K,$3.9M
PLSX/DAI PulseX,$0.043082,1y,620,620,620,0%,0.46%,1.72%,-7.29%,$195K,$4.37B
PEPIUS/WETH Pepius Maximus,$0.0002083,2d,376,376,376,-8.59%,-0.92%,504%,296%,$51K,$208K
VAULT/SOL Vault Terminal,$0.001179,1mo,"2,063","2,063","2,063",0.18%,-5.24%,-14.80%,-24.93%,$210K,$1.1M
INC/PLSX Incentive,$1.77,1y,506,506,506,0%,0.72%,2.53%,-7.21%,$39.0M,$91.9M
HAROLD/SOL Harold,$0.01964,1mo,"1,170","1,170","1,170",0.01%,-1.29%,-3.62%,-17.77%,$1.1M,$19.6M
GBTC/WETH Green Bitcoin,$0.1615,8mo,33,33,33,0%,0.08%,-8.55%,-5.20%,$224K,$3.3M
SPROTO/WETH Sproto,$0.045270,28d,111,111,111,0%,0.02%,-10.26%,50.97%,$81K,$517K
APE/WETH ApeCoin,$1.30,2y,116,116,116,-0.23%,0.25%,3.64%,2.41%,$1.1M,$940.3M
SMOL/WETH Tiny Fren,$0.041702,17d,526,526,526,-0.16%,0.62%,-9.55%,-10.91%,$490K,$1.4M
BEPE/WETH Blast Pepe,$0.069558,10mo,1,1,1,0%,0%,0%,0%,$71K,$95K
ELIZA/ai16z Eliza,$0.1169,1mo,"2,341","2,341","2,341",-1.80%,-7.90%,11.24%,-2.39%,$1.6M,$116.9M
BOME/SOL BOOK OF MEME,$0.006750,9mo,"2,792","2,792","2,792",-0.74%,-0.65%,2.56%,1.26%,$54.6M,$465.4M
FWOG/WETH FWOG,$0.081516,5mo,38,38,38,0.79%,1.32%,-0.01%,-5.28%,$151K,$638K
puppies/WETH I love puppies,$0.061568,10mo,123,123,123,0%,-0.25%,4.71%,-0.23%,$765K,$6.5M
NAVI/WETH Atlas Navi,$0.1211,10mo,39,39,39,0%,-1.21%,-4.02%,-3.31%,$367K,$36.3M
VTRU/WBNB Vitruveo Bridged VTRU,$0.2055,16d,34,34,34,0%,0%,-0.01%,-3.22%,$59K,$12.3M
BRETT/WETH Brett,$0.1392,-,"2,125","2,125","2,125",-0.10%,0.98%,4.37%,0.89%,$1.6M,$1.38B
PEEZY/WETH Peezy,$0.054789,2mo,53,53,53,0%,0%,10.29%,8.90%,$168K,$1.6M
MEME/WETH Memecoin,$0.01121,1y,23,23,23,0%,0.67%,0.92%,-0.13%,$723K,$397.0M
MARS/SOL OCCUPY MARS,$0.008393,9mo,843,843,843,-0.13%,-0.62%,2.35%,45.80%,$347K,$5.7M
BEEF/WETH PepeBull,$0.081827,6mo,27,27,27,0%,0.99%,-3.28%,-11.04%,$164K,$769K
PROPHET/WETH Prophet of Ethereum,$0.001401,5mo,26,26,26,0%,0%,0.64%,20.52%,$151K,$1.4M
GROGGO/WETH Groggo By Matt Furie,$0.001348,5mo,24,24,24,0%,1.90%,-4.00%,2.82%,$132K,$501K
ANDY/WETH Andy,$0.01822,10mo,67,67,67,0%,0%,0.24%,-6.56%,$49K,$1.7M
CONAN/WETH Conan,$0.051031,1y,33,33,33,0%,-4.73%,-5.78%,5.87%,$265K,$1.0M
TINC/TITANX Titan Farms Incentive Token,$0.2968,2mo,33,33,33,0%,0%,0.51%,-5.90%,$1.7M,$1.5M
PANO/WETH PanoVerse,$0.06188,1y,13,13,13,0%,-2.19%,5.69%,2.24%,$258K,$1.7M
BSSB/WETH BSSB,$0.1317,1y,7,7,7,0%,0%,-1.73%,-1.51%,$787K,$1.2M
LEMON/WETH Lemonrocks,$0.003594,3mo,14,14,14,0%,0%,-1.52%,-2.09%,$349K,$3.5M
HLX/TITANX HELIOS,$0.065891,10mo,18,18,18,0%,0%,1.99%,-8.93%,$115K,$802K
OPTIMUS/WETH Optimus,$0.06912,1y,27,27,27,0%,0%,0.40%,4.95%,$570K,$6.9M
CAT/WBNB Simons Cat,$0.043406,4mo,349,349,349,-0.10%,1.96%,1.93%,-2.12%,$72K,$229.9M
NITEFEEDER/WETH Nitefeeder,$0.085805,8mo,24,24,24,0%,-0.03%,0.36%,14.86%,$278K,$2.4M
DOGGO/WETH Doggo Inu,$0.097505,2y,14,14,14,0%,0%,-0.96%,-8.63%,$155K,$375K
BRAINLET/SOL Brainlet,$0.007478,5mo,"1,292","1,292","1,292",-0.55%,2.05%,-5.45%,-9.43%,$754K,$7.4M
ROCKET/VIRTUAL AI ROCKET by Virtuals,$0.01601,1mo,"1,551","1,551","1,551",-0.24%,2.22%,7.08%,21.82%,$1.2M,$7.9M
MEME/SOL MemeCoin,$0.001645,1mo,"1,694","1,694","1,694",-0.16%,3.49%,7.66%,-26.26%,$174K,$1.6M
TEDDY BEAR ㉾/DAI BEAR,$0.076068,1y,521,521,521,0.38%,0.44%,2.42%,-9.63%,$1.3M,$60.6M
nick/SOL nick,$0.001279,15d,"1,185","1,185","1,185",0.01%,-3.43%,-27.34%,-28.68%,$187K,$1.2M
PUPPY/SOL Quantum Puppy,$0.045718,10h,"6,521","6,521","6,521",2.07%,-17.79%,-61.30%,-32.74%,$29K,$57K
ANON/WETH Super Anon,$0.01794,1mo,"1,262","1,262","1,262",0.05%,9.94%,3.26%,10.27%,$781K,$17.9M
WORK/SOL WORK,$0.003021,4mo,"1,274","1,274","1,274",-1.02%,7.78%,9.13%,-8.90%,$339K,$3.0M
SDM/USDT Shieldeum,$0.09240,1mo,355,355,355,-0.06%,1.48%,-11.32%,-5.22%,$64K,$7.8M
DORA/VIRTUAL DORA AI by Virtuals,$0.01005,17d,"1,145","1,145","1,145",0.65%,-6.80%,-16.09%,-22.25%,$1.0M,$8.5M
EXMPLR/VIRTUAL Exmplr.ai by Virtuals,$0.001582,1d,"1,046","1,046","1,046",-4.01%,-6.79%,-28.58%,-33.68%,$384K,$1.5M
LEXICON/SOL Lexicon,$0.01775,4d,"1,871","1,871","1,871",-3.47%,-6.50%,18.99%,2.56%,$122K,$17.7M
TEMPT/SOL TEMPTATION,$0.0008347,5mo,"2,028","2,028","2,028",-0.90%,-9.40%,-4.16%,-38.69%,$141K,$832K
LEECH/SOL Chadwick ‘Lucky’ Leechman,$0.001342,1mo,"1,597","1,597","1,597",2.14%,-4.91%,-18.70%,11.73%,$181K,$1.3M
e̝̅/SOL 1111111,$0.0004233,3d,"2,636","2,636","2,636",-0.98%,19.74%,43.49%,59.08%,$86K,$423K
UOS/SOL Universal Operating System,$0.01870,20h,"2,088","2,088","2,088",-0.14%,-20.71%,-22.79%,0.21%,$62K,$18.6M
KOLS/VIRTUAL KOLscan by Virtuals,$0.002366,1mo,"1,368","1,368","1,368",-0.34%,1.05%,2.38%,1.51%,$492K,$2.3M
SHEGEN/SOL Aiwithdaddyissues,$0.003665,2mo,"1,687","1,687","1,687",0.12%,-2.13%,-4.10%,-24.11%,$730K,$3.6M
CERTAI/VIRTUAL CertaiK by Virtuals,$0.006677,1mo,917,917,917,-0.47%,-1.30%,-1.09%,-25.86%,$831K,$6.6M
LOKY/VIRTUAL Loky by Virtuals,$0.006441,1mo,914,914,914,-0.24%,-5.77%,4.71%,-23.13%,$832K,$5.7M
wibwob/SOL W / I / B W \ O \ B,$0.003235,2mo,"1,028","1,028","1,028",-0.71%,-13.11%,28.55%,1.13%,$334K,$3.1M
BEN/SOL Ben,$0.001252,17d,"2,032","2,032","2,032",0%,-6.79%,-8.96%,-35.75%,$161K,$1.1M
Astro/SOL Truth Terminal's Dog,$0.001722,22d,"1,877","1,877","1,877",6.41%,7.44%,4.07%,38.72%,$195K,$1.7M
巳升升/SOL 巳升升,$0.0009849,1mo,977,977,977,-0.20%,-3.78%,8.20%,3.42%,$144K,$984K
OCTO/SOL OctonetAI,$0.1640,1mo,"1,020","1,020","1,020",0.41%,0.18%,13.40%,24.21%,$1.7M,$16.4M
YOUSIM/SOL YouSim AI,$0.004301,2mo,"1,614","1,614","1,614",3.90%,3.71%,4.23%,-24.49%,$524K,$4.3M
AXE/WETH AXE,$0.5930,1y,8,8,8,0%,18.48%,15.27%,15.15%,$178K,$591K
SPIKE/WETH SPIKE,$0.051719,6mo,16,16,16,0%,0.93%,0.99%,-4.95%,$193K,$680K
FILM/WETH $FILM,$0.1161,28d,10,10,10,0%,2.82%,4.79%,4.12%,$374K,$12.7M
KingNeiro/WBNB King Neiro,$0.0121043,2mo,12,12,12,0%,0%,-0.71%,-2.70%,$75K,$43K
SAVM/WETH SatoshiVM,$0.5188,11mo,10,10,10,-0.18%,-0.18%,-1.45%,-2.47%,$988K,$5.1M
ZYGO/WETH Zygo The Frog,$0.0004908,4mo,23,23,23,0%,2.48%,2.48%,4.76%,$170K,$490K
SENKU/VIRTUAL senku ishigami by Virtuals,$0.003967,7d,864,864,864,-0.42%,-0.27%,5.51%,-31.72%,$730K,$3.3M
MELLOW/WETH Mellow Man,$0.01915,6mo,24,24,24,0%,1.24%,2.91%,-7.93%,$165K,$1.3M
$MONG/WETH MongCoin,$0.089814,1y,39,39,39,0%,0%,-0.11%,5.43%,$1.4M,$6.7M
RADIO /SOL FOMO RADIO AI ,$0.002965,1mo,"1,315","1,315","1,315",-0.51%,-0.11%,-1.24%,-9.95%,$361K,$2.9M
TRACK/WETH Tracker AI,$0.008684,9mo,24,24,24,0%,0%,-1.52%,-5.28%,$154K,$851K
MEGA/WETH Make ETH Great Again,$0.9241,9mo,10,10,10,0%,0%,-0.27%,-5.04%,$163K,$833K
PLANT/SOL PLANT,$0.003527,3d,"3,345","3,345","3,345",-0.20%,-3.52%,-0.71%,-16.98%,$237K,$3.5M
SEDGE/WETH Social Edge,$0.1416,14d,81,81,81,0%,0%,-27.65%,-57.61%,$79K,$141K
burn🚀🚀🚀/WBNB burn🚀🚀🚀,$0.002544,11mo,30,30,30,0%,0.31%,-3.54%,-7.84%,$76K,$44K
MSI/SOL Monkey Sol Inu,$0.004110,16d,"1,448","1,448","1,448",-0.11%,-0.87%,2.69%,-8.91%,$253K,$4.1M
LOAFCAT/SOL LOAFCAT,$0.045406,5mo,651,651,651,-0.40%,-10.44%,-14.72%,-23.80%,$338K,$5.4M
NMT/WBNB NetMind Token,$3.13,10mo,47,47,47,0%,0.25%,0.29%,2.24%,$70K,$134.7M
BADCAT/SOL BADCAT coin,$0.01166,1mo,"7,168","7,168","7,168",-0.81%,-1.03%,1.77%,1.05%,$379K,$9.0M
POLY/WETH Polytrader by Virtuals,$0.02860,1mo,"1,356","1,356","1,356",0.85%,7.85%,50.71%,69.08%,$104K,$28.5M
DOGA/WBNB DOGITA,$0.051293,9mo,17,17,17,0%,0%,-0.59%,-2.28%,$78K,$128K
WAGMI/Anon Wagmi,$0.02161,3d,"1,283","1,283","1,283",2.19%,6.55%,11.93%,62.50%,$3.5M,$20.8M
Stoic/SOL Modern Stoic,$0.02410,5d,"1,519","1,519","1,519",0%,-6.88%,44.51%,8.81%,$234K,$24.1M
AIXBT/WETH aixbt by Virtuals,$0.4807,2mo,"1,704","1,704","1,704",-0.15%,-5.17%,1.14%,-11.86%,$1.1M,$480.1M
ZEUS/SOL ZEUS,$0.8459,4mo,"2,839","2,839","2,839",-0.09%,-1.00%,1.62%,-1.81%,$769K,$141.6M
KACY/SOL markkacy,$0.001071,1mo,"1,265","1,265","1,265",0%,-1.27%,1.50%,-13.78%,$328K,$1.0M
KHAI/SOL Kitten Haimer,$0.2192,10mo,995,995,995,-0.44%,-1.76%,4.13%,2.25%,$606K,$11.8M
ZRC/WETH Zircuit,$0.07231,1mo,53,53,53,0%,-0.16%,-0.35%,-1.52%,$3.4M,$158.7M
GOBI/SOL GOBI,$0.001223,1mo,"2,282","2,282","2,282",-3.61%,0.09%,6.03%,-30.92%,$199K,$1.2M
RING/WETH Ring AI,$0.03966,9mo,63,63,63,0%,2.13%,2.04%,-10.53%,$587K,$3.9M
POTUS/WETH TRUMP,$0.095769,5mo,40,40,40,0%,0%,13.51%,18.32%,$79K,$242K
AIFUN/WETH AI Agent Layer,$0.05152,1mo,"2,330","2,330","2,330",-1.91%,-1.28%,-9.95%,-18.07%,$359K,$14.3M
RING/WETH Ring AI,$0.03966,9mo,63,63,63,0%,2.13%,2.04%,-10.53%,$587K,$3.9M
POTUS/WETH TRUMP,$0.095769,5mo,40,40,40,0%,0%,13.51%,18.32%,$79K,$242K
PEPE/SOL PEPE ON SOLANA,$0.0001048,5mo,"2,589","2,589","2,589",5.11%,11.23%,-34.49%,"1,931%",$44K,$104K
AIFUN/WETH AI Agent Layer,$0.05152,1mo,"2,328","2,328","2,328",-0.95%,-1.80%,-10.05%,-18.17%,$359K,$14.3M
OMNI/ETH OmniCat,$0.042677,1y,1,1,1,0%,0%,0%,0%,$76K,$1.1M
KHAMOO/WETH Kha Moo,$0.067215,8d,183,183,183,6.79%,5.85%,32.72%,45.76%,$73K,$303K
SCOTTY/WETH Scotty AI,$0.002160,9mo,42,42,42,0%,0.43%,-0.54%,-2.22%,$278K,$3.7M
STEALTH/WETH Stealth AI,$0.001264,1mo,72,72,72,0%,-13.85%,9.28%,-3.27%,$78K,$872K
NST/WETH Ninja Squad Token,$5.91,3y,5,5,5,0%,0%,-4.77%,-9.16%,$88K,$44.7M
COM/SOL DOTCOM,$0.0007385,7d,"5,884","5,884","5,884",0.41%,-6.14%,15.48%,-42.61%,$130K,$738K
SERCY/SOL SERCY,$0.003395,1mo,"1,034","1,034","1,034",0.33%,-4.77%,-12.09%,-12.40%,$384K,$3.3M
PULSR/SOL PULSR,$0.002016,22d,"1,697","1,697","1,697",0.22%,-8.84%,5.26%,-16.23%,$254K,$2.0M
BOB/VIRTUAL Breakout Bro by Virtuals,$0.005472,18d,"1,180","1,180","1,180",0%,-7.90%,-1.12%,-36.36%,$743K,$5.4M
GTGOLD/GOUT GTGOLD COIN,$0.055701,27d,144,144,144,0%,-1.59%,-6.18%,-22.83%,$72K,$940K
FINE/WETH FINE,$0.083569,1y,13,13,13,0%,1.55%,1.06%,-0.70%,$471K,$1.4M
TSUBA/SOL TSUBA,$0.003740,23d,943,943,943,-0.78%,-8.49%,6.20%,-8.06%,$272K,$3.7M
AMC/WETH AMC,$0.071192,6mo,13,13,13,0%,0%,-2.30%,5.24%,$157K,$413K
$SCRATCH/WETH $SCRATCH,$0.0003262,2mo,8,8,8,0%,0%,-0.65%,0.91%,$664K,$3.2M
NOMAI/VIRTUAL nomAI by Virtuals,$0.02071,30d,637,637,637,1.00%,-1.03%,20.73%,-11.82%,$1.4M,$20.7M
MOMMY/SOL MOMMY,$0.001609,24d,"1,109","1,109","1,109",-0.04%,16.02%,5.48%,26.96%,$212K,$1.6M
ATROPA/DAI Atropa,$0.08971,1y,307,307,307,0%,0.15%,2.61%,-8.53%,$80.5M,$99.5M
koto/SOL koto,$0.007647,2mo,"1,729","1,729","1,729",-0.04%,2.32%,6.40%,-12.65%,$882K,$7.4M
BUCK/WETH BuckTheBunny,$0.069957,21d,125,125,125,0%,0.70%,3.81%,-27.02%,$78K,$418K
CULTUR/WETH Cultur,$0.0001633,1mo,7,7,7,0%,0.26%,0.26%,15.81%,$150K,$1.6M
MAGANOMICS/WETH Maganomics,$0.068218,6mo,13,13,13,0%,0%,-0.99%,-2.48%,$127K,$345K
MAG/WETH Magnify Cash,$0.001376,5mo,12,12,12,0%,0%,-0.89%,-7.91%,$116K,$1.0M
DREAM/VIRTUAL DREAM by Virtuals,$0.004395,1mo,716,716,716,0%,-4.33%,23.32%,-29.55%,$679K,$4.3M
Block Inn/WETH INN,$0.01107,2mo,6,6,6,0%,0%,0%,-1.79%,$138K,$1.2M
LOL/SOL LOL,$0.007763,5mo,575,575,575,-0.74%,-1.76%,12.32%,16.65%,$652K,$7.5M
DUCKAI/SOL Duck AI,$0.01923,2mo,"1,957","1,957","1,957",-1.91%,13.04%,21.35%,7.81%,$709K,$19.2M
GINNAN/SOL Ginnan the Cat,$0.068388,5mo,"1,205","1,205","1,205",-0.64%,0.16%,0.35%,12.51%,$602K,$5.7M
robocoin/SOL First Bitcoin ATM,$0.0007885,13d,"1,487","1,487","1,487",0%,-0.34%,5.48%,23.46%,$181K,$788K
$INCOGNITO/WPLS $INCOGNITO,$0.003680,1mo,247,247,247,0%,0.20%,0.52%,-7.62%,$446K,$3.6M
AioraAI/SOL Agent Aiora,$0.001455,18d,"3,120","3,120","3,120",-0.79%,0.98%,-18.57%,-19.67%,$213K,$1.4M
SCORP/WBNB Scorpion,$0.001329,8mo,37,37,37,0%,4.59%,9.62%,28.17%,$51K,$1.0M
AIB/SOL AI Belle ,$0.043334,10h,"5,565","5,565","5,565",-0.03%,-2.05%,-59.69%,-62.75%,$22K,$33K
TITS/SOL We Love Tits,$0.1012,9mo,763,763,763,-0.15%,-1.10%,2.35%,2.58%,$2.4M,$101.2M
BANK/WAPE ApeBank,$0.0001285,1mo,272,272,272,-0.23%,1.51%,5.41%,-6.31%,$65K,$128K
VU/VIRTUAL Velvet Unicorn by Virtuals,$0.008721,2mo,828,828,828,-0.86%,-3.12%,3.38%,-13.35%,$752K,$8.6M
SHOGUN/WETH Shogun,$0.2086,6d,"2,427","2,427","2,427",-0.77%,-7.05%,-11.38%,-31.09%,$344K,$4.3M
ALICE/SOL Alice,$0.0008493,1mo,"1,508","1,508","1,508",0%,-1.06%,-23.01%,-31.93%,$131K,$840K
RINA/SOL Rina by Arc,$0.0009676,21d,"1,587","1,587","1,587",1.55%,-8.50%,-6.71%,-26.26%,$192K,$967K
SHI/WETH Shina Inu,$0.065099,2y,32,32,32,0%,0.42%,2.21%,6.39%,$1.9M,$7.1M
SOLCEX/SOL SolCex ,$0.01306,8mo,864,864,864,-0.71%,-1.27%,-2.91%,-4.55%,$809K,$13.0M
SOLIDX/WPLS Solid X,$16.92,9mo,682,682,682,0%,0.60%,2.24%,-8.10%,$394K,$355.4M
BET/SOL Bet more,$0.002058,9mo,"5,343","5,343","5,343",-0.10%,-8.30%,-8.27%,8.56%,$234K,$2.0M
iaomin/SOL Yao Ming ,$0.01548,23d,"2,399","2,399","2,399",-0.14%,-0.03%,9.65%,-5.17%,$544K,$15.4M
FIRE/WETH Fire,$0.3044,2mo,515,515,515,0.02%,2.73%,-12.82%,-17.04%,$422K,$2.7M
COOKIE/WBNB Cookie,$0.4710,6mo,"1,854","1,854","1,854",0.28%,0.59%,6.93%,-16.65%,$39K,$87.5M
T3AI/SUI TrustInWeb3,$0.002085,20h,"5,618","5,618","5,618",-6.54%,29.39%,73.01%,"45,214%",$186K,$2.0M
SHITCOIN/SOL SHITCOIN,$0.001001,19d,"1,609","1,609","1,609",0%,-2.40%,-3.93%,-12.05%,$233K,$1.0M
CNET/WETH ChainNet,$0.009307,3mo,23,23,23,0%,0.49%,5.40%,-1.96%,$170K,$917K
LANDWU/WETH Landwu,$0.081461,6mo,25,25,25,0%,0%,-2.33%,-3.17%,$133K,$614K
2DAI/WETH 2DAI.io,$0.001447,1y,8,8,8,0%,1.05%,-0.56%,3.92%,$403K,$1.4M
pTGC/WPLS The Grays Currency,$0.0003256,1y,313,313,313,0%,0.45%,0.48%,-8.52%,$1.5M,$95.9M
glorp/SOL glorp,$0.003062,9mo,822,822,822,-2.11%,7.06%,2.86%,7.76%,$414K,$3.0M
VILARSO/TON Vilarso,$0.004929,-,392,392,392,0.21%,2.34%,17.86%,24.43%,$488K,$4.9M
DCK/BUSD DexCheck,$0.02234,1y,249,249,249,0.34%,2.85%,-1.48%,-9.00%,$70K,$15.1M
APX/WETH AstroPepeX,$0.0001534,1y,33,33,33,0%,0%,0.87%,2.65%,$918K,$9.9M
OMNI/VIRTUAL Omnis Genesis by Virtuals,$0.002331,1mo,710,710,710,0.06%,10.23%,51.37%,71.90%,$487K,$2.2M
Anon/USDC HeyAnon,$5.03,20h,"1,779","1,779","1,779",16.59%,33.87%,52.58%,257%,$570K,$1.6M
AGI/WETH Artificial General Intelligence,$0.0005669,6mo,6,6,6,0%,0%,1.40%,22.18%,$124K,$510K
GATTA/SOL Gattaca,$0.005265,20d,559,559,559,-0.64%,-4.44%,16.92%,55.72%,$337K,$5.2M
DATA/WETH Data bot,$0.0006787,1y,10,10,10,0%,0.31%,0.31%,9.90%,$145K,$605K
APHBT/TON AiPhABeT,$0.01105,8d,937,937,937,-0.11%,0.05%,5.28%,-8.28%,$269K,$11.0M
BLUE/DEEP BLUE,$0.3905,18d,"2,041","2,041","2,041",-0.32%,-0.17%,5.12%,-4.73%,$637K,$390.5M
WHALES/SOL Whales Market,$0.2165,1y,"1,325","1,325","1,325",0%,-0.46%,1.98%,-11.30%,$862K,$5.6M
RICKY/WPLS MOST WANTED,$0.001968,12d,"2,073","2,073","2,073",0.14%,8.05%,8.06%,14.40%,$79K,$10.9M
$slop/SOL slop,$0.001233,2mo,960,960,960,-0.90%,-0.06%,8.24%,36.52%,$379K,$1.2M
CLANKER/WETH tokenbot,$79.33,1mo,836,836,836,0%,0.93%,-3.39%,-10.67%,$2.6M,$79.3M
MEW/SOL cat in a dogs world,$0.006797,9mo,"1,934","1,934","1,934",-0.15%,0.28%,2.92%,0.91%,$47.0M,$604.1M
SHRUB/WETH Shrub,$0.04065,1mo,144,144,144,0%,-2.12%,-2.87%,0.41%,$347K,$38.6M
GOAT/SOL Goatseus Maximus,$0.5432,2mo,"2,279","2,279","2,279",-0.48%,-0.95%,-1.10%,-7.99%,$805K,$543.2M
LIFT/SOL LiftCoin,$0.044839,16d,"3,358","3,358","3,358",0.02%,0.75%,13.25%,164%,$314K,$4.8M
SSSSS/SOL Snake wif Hat,$0.002478,1mo,759,759,759,0.22%,-7.18%,-11.19%,-21.08%,$265K,$2.4M
BLAST/WPLS Blastar,$0.051509,11mo,144,144,144,0%,0.15%,-14.39%,-33.29%,$160K,$1.3M
SANTA/VIRTUAL SANTA by Virtuals,$0.006504,11d,699,699,699,-0.57%,-5.65%,22.07%,-0.61%,$792K,$6.5M
PHNIX/XRP PHNIX,$0.048620,1mo,"7,985","7,985","7,985",-0.27%,-2.20%,-4.84%,-11.10%,$1.7M,$50.7M
SEAMANIA/SOL Seamania,$0.01763,10d,"1,704","1,704","1,704",0.44%,-2.46%,7.91%,23.32%,$548K,$17.6M
PLYWLD/WBNB PLAYWORLD,$0.0004062,1y,3,3,3,0%,0%,0%,-4.14%,$74K,$272K
QSWAP/WETH Quantum Swap AI,$0.044037,9mo,95,95,95,0%,-22.06%,-21.56%,-15.22%,$83K,$403K
AZUR/WETH Azuro,$0.05376,6mo,39,39,39,0%,2.60%,-0.66%,-4.61%,$1.2M,$9.8M
BARRY/WETH Barry The Badger,$0.0006776,14d,"3,622","3,622","3,622",-3.22%,4.84%,-30.30%,-27.03%,$86K,$664K
LOLA/SOL Lola,$0.0008964,1mo,757,757,757,-0.47%,0.32%,9.36%,55.31%,$241K,$896K
WAFFLES/SOL WAFFLES,$0.005129,8mo,892,892,892,-0.37%,-4.70%,-1.05%,0.48%,$523K,$5.1M
INTERN/VIRTUAL Base Intern by Virtuals,$0.0008515,21d,548,548,548,0%,4.39%,14.31%,-43.96%,$308K,$828K
Giggle/WBNB Giggle Academy,$0.0002241,3mo,23,23,23,0%,0%,-4.08%,-15.66%,$72K,$224K
KEKE/SOL Keke Terminal,$0.01540,1mo,739,739,739,-0.20%,-1.31%,-6.76%,-9.53%,$546K,$15.4M
SNEK/WETH ETH Snek,$0.045556,3d,86,86,86,0%,1.23%,-0.68%,4.53%,$76K,$308K
TRANSCOIN/SOL transcoin,$0.001160,15d,"3,189","3,189","3,189",2.14%,3.31%,6.66%,-17.91%,$152K,$907K
BLUB/SUI BLUB,$0.076496,4mo,459,459,459,0%,-0.91%,-2.76%,-11.94%,$2.9M,$21.5M
PORT/VIRTUAL DataPort Navigator by Virtuals,$0.002132,12d,881,881,881,-0.03%,-9.93%,-5.10%,-34.92%,$459K,$2.1M
SHIV/WETH SHIVA INU,$0.072080,9mo,33,33,33,0%,0.79%,0.70%,-6.88%,$329K,$1.7M
RAI/WETH Reploy,$4.76,7d,353,353,353,0%,-0.21%,0.61%,-17.77%,$442K,$47.6M
HEU/WETH Heurist,$0.2900,29d,797,797,797,-0.02%,6.38%,-4.21%,-23.15%,$176K,$32.0M
SMORE/SOL Smore,$0.0005646,3d,"2,230","2,230","2,230",0%,2.23%,13.13%,10.90%,$102K,$564K
TRUMP/SOL Trump,$0.0003228,2mo,"2,292","2,292","2,292",1.14%,31.90%,30.30%,343%,$105K,$322K
Stoic/SOL Modern Stoic,$0.02358,8d,"1,223","1,223","1,223",-0.50%,-6.68%,43.50%,6.13%,$267K,$23.5M
BULL/WETH ETH BULL,$0.0007938,25d,87,87,87,0%,0%,0.71%,-41.64%,$232K,$793K
THREE/WETH Three Protocol Token,$0.03859,8mo,22,22,22,0%,0%,-0.97%,-3.20%,$367K,$3.8M
DELAY/WETH DegenLayer,$0.068973,1mo,23,23,23,0%,0%,-1.43%,0.35%,$574K,$4.3M
XB/SOL XBANKING,$0.4743,10mo,"4,560","4,560","4,560",0.40%,-0.11%,4.57%,2.90%,$86K,$4.9M
Lexi/WETH LexiAI,$0.004772,5mo,11,11,11,0%,0.18%,0.18%,-15.09%,$124K,$477K
Kekius Maximus/WETH Kekius Maximus,$0.045867,1d,21,21,21,0%,0%,-0.53%,-43.76%,$155K,$58.6M
